year,artist,track,time,genre,week,rank,date
2000,Kenny G,Auld Lang Syne (The Millenium Mix),07:50,Jazz,2,89,01/01/2000
2000,Blaque,Bring It All To Me,03:46,Pop,11,9,01/01/2000
2000,"Brock, Chad",A Country Boy Can Survive,03:54,Country,1,93,01/01/2000
2000,Joe,I Wanna Know,04:57,Rock,1,94,01/01/2000
2000,"Walker, Clay","Live, Laugh, Love",04:06,Country,5,94,01/01/2000
2000,Limp Bizkit,Re-Arranged,04:08,Rock,5,95,01/01/2000
2000,J-Shin,One Night Stand,04:34,R&B,2,96,01/01/2000
2000,"Diffie, Joe",The Quittin' Kind,03:23,Country,1,98,01/01/2000
2000,"Hart, Beth",L.A. Song,03:47,Country,6,99,01/01/2000
2000,"Diffie, Joe",The Quittin' Kind,03:23,Country,2,100,08/01/2000
2000,"Aguilera, Christina",What A Girl Wants,03:18,Rock,7,11,08/01/2000
2000,Eiffel 65,Blue (Da Ba Dee),03:29,Electronica,5,13,08/01/2000
2000,Jagged Edge,He Can't Love U,03:30,Rock,5,15,08/01/2000
2000,Smash Mouth,Then The Morning Comes,03:04,Rock,11,16,08/01/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,9,17,08/01/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,12,20,08/01/2000
2000,M2M,Don't Say You Love Me,03:41,Pop,8,21,08/01/2000
2000,Guy,Dancin',04:08,R&B,4,22,08/01/2000
2000,IMx,Stay The Night,03:37,Rap,14,23,08/01/2000
2000,Train,Meet Virginia,03:55,Rock,14,24,08/01/2000
2000,Foo Fighters,Learn To Fly,03:55,Rock,13,26,08/01/2000
2000,"Rimes, LeAnn",Big Deal,03:03,Country,13,30,08/01/2000
2000,Counting Crows,Hanginaround,04:07,Rock,10,32,08/01/2000
2000,Filter,Take A Picture,04:23,Rock,7,34,08/01/2000
2000,"Iglesias, Enrique",Rhythm Divine,07:35,Latin,6,39,08/01/2000
2000,"Houston, Whitney",My Love Is Your Love,04:16,Rock,19,4,08/01/2000
2000,Ice Cube,You Can Do It,04:20,Rap,6,40,08/01/2000
2000,"Carey, Mariah",Thank God I Found You,04:14,Rock,5,41,08/01/2000
2000,"Hill, Faith",Breathe,04:04,Rap,10,43,08/01/2000
2000,Destiny's Child,Say My Name,04:31,Rock,3,44,08/01/2000
2000,Lonestar,Amazed,04:25,Country,32,45,08/01/2000
2000,"Martin, Ricky",Shake Your Bon-Bon,03:08,Latin,8,46,08/01/2000
2000,Sisqo,Got To Get It,03:52,Rock,8,48,08/01/2000
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,03:51,Rap,7,5,08/01/2000
2000,Blink-182,All The Small Things,02:52,Rock,6,51,08/01/2000
2000,"Dixie Chicks, The",Cowboy Take Me Away,04:51,Country,7,52,08/01/2000
2000,"McEntire, Reba",What Do You Say,03:26,Country,11,53,08/01/2000
2000,Kelis,Caught Out There,04:09,R&B,6,54,08/01/2000
2000,"McGraw, Tim",My Best Friend,04:33,Country,7,55,08/01/2000
2000,Creed,Higher,05:16,Rock,18,57,08/01/2000
2000,Amber,Sexual (Li Da Di),04:38,Rock,26,59,08/01/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,12,6,08/01/2000
2000,Ginuwine,None Of Ur Friends Business,04:12,Rock,5,60,08/01/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,2,62,08/01/2000
2000,"Jackson, Alan",Pop A Top,03:04,Country,9,63,08/01/2000
2000,"Williams, Robbie",Angels,03:56,Rock,8,64,08/01/2000
2000,"Blige, Mary J.",Deep Inside,05:26,Rock,9,65,08/01/2000
2000,J-Shin,One Night Stand,04:34,R&B,3,69,08/01/2000
2000,Kenny G,Auld Lang Syne (The Millenium Mix),07:50,Jazz,3,7,08/01/2000
2000,R.E.M.,The Great Beyond,04:10,Rock,3,70,08/01/2000
2000,Lil Wayne,Tha Block Is Hot,04:13,Rap,6,72,08/01/2000
2000,Limp Bizkit,N 2 Gether Now,03:55,Rock,6,73,08/01/2000
2000,"Stone, Angie",No More Rain (In This Cloud),04:42,R&B,3,74,08/01/2000
2000,"Brock, Chad",A Country Boy Can Survive,03:54,Country,2,75,08/01/2000
2000,"Eastsidaz, The",G'D Up,04:27,Rap,1,77,08/01/2000
2000,Lonestar,Smile,03:33,Country,4,80,08/01/2000
2000,Fatboy Slim,The Rockafeller Skank,04:00,Electronica,9,82,08/01/2000
2000,Joe,I Wanna Know,04:57,Rock,2,86,08/01/2000
2000,Blaque,Bring It All To Me,03:46,Pop,12,9,08/01/2000
2000,D'Angelo,Left & Right,04:35,R&B,5,91,08/01/2000
2000,Eve,Love Is Blind,03:51,Rap,1,94,08/01/2000
2000,"Walker, Clay","Live, Laugh, Love",04:06,Country,6,95,08/01/2000
2000,Ginuwine,The Best Man I Can Be,04:06,Rock,1,97,08/01/2000
2000,"Hart, Beth",L.A. Song,03:47,Country,7,98,08/01/2000
2000,Limp Bizkit,Re-Arranged,04:08,Rock,6,99,08/01/2000
2000,"Aguilera, Christina",What A Girl Wants,03:18,Rock,8,1,15/01/2000
2000,Blaque,Bring It All To Me,03:46,Pop,13,10,15/01/2000
2000,"Diffie, Joe",The Quittin' Kind,03:23,Country,3,100,15/01/2000
2000,Eiffel 65,Blue (Da Ba Dee),03:29,Electronica,6,11,15/01/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,10,14,15/01/2000
2000,Smash Mouth,Then The Morning Comes,03:04,Rock,12,15,15/01/2000
2000,Jagged Edge,He Can't Love U,03:30,Rock,6,18,15/01/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,13,19,15/01/2000
2000,Foo Fighters,Learn To Fly,03:55,Rock,14,20,15/01/2000
2000,Train,Meet Virginia,03:55,Rock,15,21,15/01/2000
2000,Lonestar,Amazed,04:25,Country,33,23,15/01/2000
2000,"Rimes, LeAnn",Big Deal,03:03,Country,14,28,15/01/2000
2000,Counting Crows,Hanginaround,04:07,Rock,11,29,15/01/2000
2000,"Hill, Faith",Breathe,04:04,Rap,11,30,15/01/2000
2000,Filter,Take A Picture,04:23,Rock,8,31,15/01/2000
2000,"Iglesias, Enrique",Rhythm Divine,07:35,Latin,7,33,15/01/2000
2000,Ice Cube,You Can Do It,04:20,Rap,7,35,15/01/2000
2000,Guy,Dancin',04:08,R&B,5,36,15/01/2000
2000,"Carey, Mariah",Thank God I Found You,04:14,Rock,6,37,15/01/2000
2000,Destiny's Child,Say My Name,04:31,Rock,4,38,15/01/2000
2000,"Dixie Chicks, The",Cowboy Take Me Away,04:51,Country,8,39,15/01/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,13,4,15/01/2000
2000,IMx,Stay The Night,03:37,Rap,15,41,15/01/2000
2000,"McEntire, Reba",What Do You Say,03:26,Country,12,43,15/01/2000
2000,"McGraw, Tim",My Best Friend,04:33,Country,8,46,15/01/2000
2000,"Martin, Ricky",Shake Your Bon-Bon,03:08,Latin,9,47,15/01/2000
2000,Sisqo,Got To Get It,03:52,Rock,9,49,15/01/2000
2000,Blink-182,All The Small Things,02:52,Rock,7,50,15/01/2000
2000,"Jackson, Alan",Pop A Top,03:04,Country,10,52,15/01/2000
2000,"Williams, Robbie",Angels,03:56,Rock,9,54,15/01/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,3,55,15/01/2000
2000,Kelis,Caught Out There,04:09,R&B,7,56,15/01/2000
2000,Amber,Sexual (Li Da Di),04:38,Rock,27,58,15/01/2000
2000,"Houston, Whitney",My Love Is Your Love,04:16,Rock,20,6,15/01/2000
2000,Creed,Higher,05:16,Rock,19,60,15/01/2000
2000,R.E.M.,The Great Beyond,04:10,Rock,4,62,15/01/2000
2000,Ginuwine,None Of Ur Friends Business,04:12,Rock,6,63,15/01/2000
2000,M2M,Don't Say You Love Me,03:41,Pop,9,64,15/01/2000
2000,Lonestar,Smile,03:33,Country,5,65,15/01/2000
2000,"Stone, Angie",No More Rain (In This Cloud),04:42,R&B,4,66,15/01/2000
2000,"Blige, Mary J.",Deep Inside,05:26,Rock,10,67,15/01/2000
2000,Joe,I Wanna Know,04:57,Rock,3,69,15/01/2000
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,03:51,Rap,8,7,15/01/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,1,70,15/01/2000
2000,J-Shin,One Night Stand,04:34,R&B,4,74,15/01/2000
2000,"Eastsidaz, The",G'D Up,04:27,Rap,2,77,15/01/2000
2000,Kenny G,Auld Lang Syne (The Millenium Mix),07:50,Jazz,4,8,15/01/2000
2000,Lil Wayne,Tha Block Is Hot,04:13,Rap,7,81,15/01/2000
2000,"Walker, Clay","Live, Laugh, Love",04:06,Country,7,82,15/01/2000
2000,Limp Bizkit,N 2 Gether Now,03:55,Rock,7,84,15/01/2000
2000,"Wills, Mark",Back At One,04:00,Country,1,89,15/01/2000
2000,"Hart, Beth",L.A. Song,03:47,Country,8,90,15/01/2000
2000,Eve,Love Is Blind,03:51,Rap,2,91,15/01/2000
2000,"Brock, Chad",A Country Boy Can Survive,03:54,Country,3,92,15/01/2000
2000,Fatboy Slim,The Rockafeller Skank,04:00,Electronica,10,92,15/01/2000
2000,Jay-Z,Do It Again (Put Ya Hands Up),03:47,Rap,1,95,15/01/2000
2000,Limp Bizkit,Re-Arranged,04:08,Rock,7,96,15/01/2000
2000,Ginuwine,The Best Man I Can Be,04:06,Rock,2,97,15/01/2000
2000,DMX,What's My Name,03:50,Rap,1,98,15/01/2000
2000,"Aguilera, Christina",What A Girl Wants,03:18,Rock,9,1,22/01/2000
2000,"Houston, Whitney",My Love Is Your Love,04:16,Rock,21,10,22/01/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,11,11,22/01/2000
2000,Smash Mouth,Then The Morning Comes,03:04,Rock,13,12,22/01/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,14,15,22/01/2000
2000,Destiny's Child,Say My Name,04:31,Rock,5,16,22/01/2000
2000,Lonestar,Amazed,04:25,Country,34,17,22/01/2000
2000,Jagged Edge,He Can't Love U,03:30,Rock,7,18,22/01/2000
2000,Foo Fighters,Learn To Fly,03:55,Rock,15,19,22/01/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,14,2,22/01/2000
2000,Train,Meet Virginia,03:55,Rock,16,20,22/01/2000
2000,Filter,Take A Picture,04:23,Rock,9,21,22/01/2000
2000,"Hill, Faith",Breathe,04:04,Rap,12,23,22/01/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,4,25,22/01/2000
2000,"Carey, Mariah",Thank God I Found You,04:14,Rock,7,26,22/01/2000
2000,"Rimes, LeAnn",Big Deal,03:03,Country,15,27,22/01/2000
2000,Counting Crows,Hanginaround,04:07,Rock,12,29,22/01/2000
2000,"Dixie Chicks, The",Cowboy Take Me Away,04:51,Country,9,31,22/01/2000
2000,"Iglesias, Enrique",Rhythm Divine,07:35,Latin,8,32,22/01/2000
2000,"McEntire, Reba",What Do You Say,03:26,Country,13,33,22/01/2000
2000,Blink-182,All The Small Things,02:52,Rock,8,35,22/01/2000
2000,"McGraw, Tim",My Best Friend,04:33,Country,9,38,22/01/2000
2000,Sisqo,Got To Get It,03:52,Rock,10,40,22/01/2000
2000,"Jackson, Alan",Pop A Top,03:04,Country,11,43,22/01/2000
2000,Guy,Dancin',04:08,R&B,6,44,22/01/2000
2000,Ice Cube,You Can Do It,04:20,Rap,8,46,22/01/2000
2000,Lonestar,Smile,03:33,Country,6,47,22/01/2000
2000,Ginuwine,None Of Ur Friends Business,04:12,Rock,7,48,22/01/2000
2000,Blaque,Bring It All To Me,03:46,Pop,14,5,22/01/2000
2000,Joe,I Wanna Know,04:57,Rock,4,50,22/01/2000
2000,"Williams, Robbie",Angels,03:56,Rock,10,53,22/01/2000
2000,"Martin, Ricky",Shake Your Bon-Bon,03:08,Latin,10,54,22/01/2000
2000,"Wills, Mark",Back At One,04:00,Country,2,55,22/01/2000
2000,"Stone, Angie",No More Rain (In This Cloud),04:42,R&B,5,56,22/01/2000
2000,Eve,Love Is Blind,03:51,Rap,3,57,22/01/2000
2000,Amber,Sexual (Li Da Di),04:38,Rock,28,58,22/01/2000
2000,Kelis,Caught Out There,04:09,R&B,8,59,22/01/2000
2000,R.E.M.,The Great Beyond,04:10,Rock,5,60,22/01/2000
2000,Creed,Higher,05:16,Rock,20,61,22/01/2000
2000,IMx,Stay The Night,03:37,Rap,16,62,22/01/2000
2000,"Blige, Mary J.",Deep Inside,05:26,Rock,11,63,22/01/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,2,64,22/01/2000
2000,Third Eye Blind,Never Let You Go,03:57,Rock,1,65,22/01/2000
2000,Kenny G,Auld Lang Syne (The Millenium Mix),07:50,Jazz,5,66,22/01/2000
2000,Sonique,It Feels So Good,03:48,Rock,1,67,22/01/2000
2000,Jay-Z,Do It Again (Put Ya Hands Up),03:47,Rap,2,68,22/01/2000
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,03:51,Rap,9,7,22/01/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,1,70,22/01/2000
2000,Q-Tip,Breathe And Stop,04:06,Rock,1,71,22/01/2000
2000,J-Shin,One Night Stand,04:34,R&B,5,72,22/01/2000
2000,"Walker, Clay","Live, Laugh, Love",04:06,Country,8,74,22/01/2000
2000,Dr. Dre,Forgot About Dre,03:42,Rap,1,75,22/01/2000
2000,DMX,What's My Name,03:50,Rap,2,76,22/01/2000
2000,Fatboy Slim,The Rockafeller Skank,04:00,Electronica,11,76,22/01/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,1,77,22/01/2000
2000,"Allan, Gary",Smoke Rings In The Dark,04:18,Country,1,80,22/01/2000
2000,Lil Wayne,Tha Block Is Hot,04:13,Rap,8,81,22/01/2000
2000,Ginuwine,The Best Man I Can Be,04:06,Rock,3,83,22/01/2000
2000,Limp Bizkit,N 2 Gether Now,03:55,Rock,8,86,22/01/2000
2000,"Eastsidaz, The",G'D Up,04:27,Rap,3,89,22/01/2000
2000,Eiffel 65,Blue (Da Ba Dee),03:29,Electronica,7,9,22/01/2000
2000,"Diffie, Joe",The Quittin' Kind,03:23,Country,4,90,22/01/2000
2000,M2M,Don't Say You Love Me,03:41,Pop,10,92,22/01/2000
2000,Limp Bizkit,Re-Arranged,04:08,Rock,8,96,22/01/2000
2000,"Hart, Beth",L.A. Song,03:47,Country,9,99,22/01/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,15,1,29/01/2000
2000,"Houston, Whitney",My Love Is Your Love,04:16,Rock,22,10,29/01/2000
2000,Smash Mouth,Then The Morning Comes,03:04,Rock,14,11,29/01/2000
2000,Destiny's Child,Say My Name,04:31,Rock,6,13,29/01/2000
2000,Lonestar,Amazed,04:25,Country,35,14,29/01/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,15,15,29/01/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,5,16,29/01/2000
2000,Jagged Edge,He Can't Love U,03:30,Rock,8,18,29/01/2000
2000,Filter,Take A Picture,04:23,Rock,10,19,29/01/2000
2000,"Aguilera, Christina",What A Girl Wants,03:18,Rock,10,2,29/01/2000
2000,Foo Fighters,Learn To Fly,03:55,Rock,16,20,29/01/2000
2000,Train,Meet Virginia,03:55,Rock,17,21,29/01/2000
2000,"Carey, Mariah",Thank God I Found You,04:14,Rock,8,22,29/01/2000
2000,"Hill, Faith",Breathe,04:04,Rap,13,23,29/01/2000
2000,"Rimes, LeAnn",Big Deal,03:03,Country,16,25,29/01/2000
2000,Blink-182,All The Small Things,02:52,Rock,9,26,29/01/2000
2000,"Dixie Chicks, The",Cowboy Take Me Away,04:51,Country,10,27,29/01/2000
2000,Counting Crows,Hanginaround,04:07,Rock,13,28,29/01/2000
2000,"McGraw, Tim",My Best Friend,04:33,Country,10,29,29/01/2000
2000,"McEntire, Reba",What Do You Say,03:26,Country,14,31,29/01/2000
2000,Third Eye Blind,Never Let You Go,03:57,Rock,2,32,29/01/2000
2000,"Iglesias, Enrique",Rhythm Divine,07:35,Latin,9,38,29/01/2000
2000,Joe,I Wanna Know,04:57,Rock,5,41,29/01/2000
2000,N'Sync,Bye Bye Bye,03:15,Rock,1,42,29/01/2000
2000,Sisqo,Got To Get It,03:52,Rock,11,43,29/01/2000
2000,Lonestar,Smile,03:33,Country,7,44,29/01/2000
2000,Ice Cube,You Can Do It,04:20,Rap,9,45,29/01/2000
2000,Eve,Love Is Blind,03:51,Rap,4,46,29/01/2000
2000,"Jackson, Alan",Pop A Top,03:04,Country,12,47,29/01/2000
2000,Ginuwine,None Of Ur Friends Business,04:12,Rock,8,48,29/01/2000
2000,Amber,Sexual (Li Da Di),04:38,Rock,29,49,29/01/2000
2000,Blaque,Bring It All To Me,03:46,Pop,15,5,29/01/2000
2000,"Wills, Mark",Back At One,04:00,Country,3,51,29/01/2000
2000,Sonique,It Feels So Good,03:48,Rock,2,52,29/01/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,3,54,29/01/2000
2000,Dr. Dre,Forgot About Dre,03:42,Rap,2,55,29/01/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,2,56,29/01/2000
2000,R.E.M.,The Great Beyond,04:10,Rock,6,57,29/01/2000
2000,Guy,Dancin',04:08,R&B,7,58,29/01/2000
2000,Eiffel 65,Blue (Da Ba Dee),03:29,Electronica,8,6,29/01/2000
2000,"Stone, Angie",No More Rain (In This Cloud),04:42,R&B,6,60,29/01/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,2,61,29/01/2000
2000,J-Shin,One Night Stand,04:34,R&B,6,62,29/01/2000
2000,"Eastsidaz, The",G'D Up,04:27,Rap,4,64,29/01/2000
2000,Jay-Z,Do It Again (Put Ya Hands Up),03:47,Rap,3,65,29/01/2000
2000,"Blige, Mary J.",Deep Inside,05:26,Rock,12,67,29/01/2000
2000,Kelis,Caught Out There,04:09,R&B,9,68,29/01/2000
2000,DMX,What's My Name,03:50,Rap,3,69,29/01/2000
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,03:51,Rap,10,7,29/01/2000
2000,IMx,Stay The Night,03:37,Rap,17,70,29/01/2000
2000,Q-Tip,Breathe And Stop,04:06,Rock,2,71,29/01/2000
2000,"Williams, Robbie",Angels,03:56,Rock,11,72,29/01/2000
2000,"Strait, George",The Best Day,03:24,Country,1,73,29/01/2000
2000,Sisqo,Thong Song,04:05,Rock,1,74,29/01/2000
2000,"Bega, Lou",Tricky Tricky,03:23,Rock,1,75,29/01/2000
2000,"Spears, Britney",From The Bottom Of My Broken Heart,04:30,Rock,1,76,29/01/2000
2000,"Keith, Toby",How Do You Like Me Now?!,03:29,Country,1,77,29/01/2000
2000,"Allan, Gary",Smoke Rings In The Dark,04:18,Country,2,78,29/01/2000
2000,"Walker, Clay","Live, Laugh, Love",04:06,Country,9,79,29/01/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,12,8,29/01/2000
2000,"Lawrence, Tracy",Lessons Learned,02:55,Country,1,80,29/01/2000
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30,Country,1,81,29/01/2000
2000,"Messina, Jo Dee",Because You Love Me,03:50,Country,1,83,29/01/2000
2000,Aaliyah,I Don't Wanna,04:15,Rock,1,84,29/01/2000
2000,Sammie,I Like It,04:09,Rock,1,85,29/01/2000
2000,Lil Wayne,Tha Block Is Hot,04:13,Rap,9,86,29/01/2000
2000,Limp Bizkit,N 2 Gether Now,03:55,Rock,9,90,29/01/2000
2000,"Martin, Ricky",Shake Your Bon-Bon,03:08,Latin,11,91,29/01/2000
2000,Limp Bizkit,Re-Arranged,04:08,Rock,9,92,29/01/2000
2000,"Diffie, Joe",The Quittin' Kind,03:23,Country,5,93,29/01/2000
2000,Ginuwine,The Best Man I Can Be,04:06,Rock,4,94,29/01/2000
2000,Fatboy Slim,The Rockafeller Skank,04:00,Electronica,12,95,29/01/2000
2000,"Hart, Beth",L.A. Song,03:47,Country,10,97,29/01/2000
2000,M2M,Don't Say You Love Me,03:41,Pop,11,98,29/01/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,16,1,05/02/2000
2000,"Houston, Whitney",My Love Is Your Love,04:16,Rock,23,11,05/02/2000
2000,Filter,Take A Picture,04:23,Rock,11,12,05/02/2000
2000,Smash Mouth,Then The Morning Comes,03:04,Rock,15,13,05/02/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,6,14,05/02/2000
2000,Blink-182,All The Small Things,02:52,Rock,10,15,05/02/2000
2000,Destiny's Child,Say My Name,04:31,Rock,7,16,05/02/2000
2000,Lonestar,Amazed,04:25,Country,36,17,05/02/2000
2000,Jagged Edge,He Can't Love U,03:30,Rock,9,18,05/02/2000
2000,"Aguilera, Christina",What A Girl Wants,03:18,Rock,11,2,05/02/2000
2000,N'Sync,Bye Bye Bye,03:15,Rock,2,20,05/02/2000
2000,"Hill, Faith",Breathe,04:04,Rap,14,21,05/02/2000
2000,"Carey, Mariah",Thank God I Found You,04:14,Rock,9,22,05/02/2000
2000,Train,Meet Virginia,03:55,Rock,18,24,05/02/2000
2000,Third Eye Blind,Never Let You Go,03:57,Rock,3,25,05/02/2000
2000,Foo Fighters,Learn To Fly,03:55,Rock,17,26,05/02/2000
2000,"Dixie Chicks, The",Cowboy Take Me Away,04:51,Country,11,27,05/02/2000
2000,"Martin, Ricky",Shake Your Bon-Bon,03:08,Latin,12,28,05/02/2000
2000,"McGraw, Tim",My Best Friend,04:33,Country,11,29,05/02/2000
2000,Sonique,It Feels So Good,03:48,Rock,3,30,05/02/2000
2000,"Rimes, LeAnn",Big Deal,03:03,Country,17,31,05/02/2000
2000,Counting Crows,Hanginaround,04:07,Rock,14,32,05/02/2000
2000,Joe,I Wanna Know,04:57,Rock,6,33,05/02/2000
2000,"McEntire, Reba",What Do You Say,03:26,Country,15,34,05/02/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,3,35,05/02/2000
2000,"Iglesias, Enrique",Rhythm Divine,07:35,Latin,10,38,05/02/2000
2000,Sugar Ray,Falls Apart,04:15,Rock,4,40,05/02/2000
2000,Lonestar,Smile,03:33,Country,8,42,05/02/2000
2000,"Wills, Mark",Back At One,04:00,Country,4,43,05/02/2000
2000,Amber,Sexual (Li Da Di),04:38,Rock,30,44,05/02/2000
2000,Eve,Love Is Blind,03:51,Rap,5,46,05/02/2000
2000,Dr. Dre,Forgot About Dre,03:42,Rap,3,47,05/02/2000
2000,Ginuwine,None Of Ur Friends Business,04:12,Rock,9,48,05/02/2000
2000,J-Shin,One Night Stand,04:34,R&B,7,49,05/02/2000
2000,"Jordan, Montell",Get It On.. Tonite,04:34,Rap,16,5,05/02/2000
2000,Sisqo,Got To Get It,03:52,Rock,12,51,05/02/2000
2000,Vertical Horizon,Everything You Want,04:01,Rock,3,53,05/02/2000
2000,Ice Cube,You Can Do It,04:20,Rap,10,54,05/02/2000
2000,"Jackson, Alan",Pop A Top,03:04,Country,13,55,05/02/2000
2000,"Stone, Angie",No More Rain (In This Cloud),04:42,R&B,7,56,05/02/2000
2000,"Eastsidaz, The",G'D Up,04:27,Rap,5,57,05/02/2000
2000,Guy,Dancin',04:08,R&B,8,58,05/02/2000
2000,"Spears, Britney",From The Bottom Of My Broken Heart,04:30,Rock,2,59,05/02/2000
2000,Blaque,Bring It All To Me,03:46,Pop,16,6,05/02/2000
2000,R.E.M.,The Great Beyond,04:10,Rock,7,61,05/02/2000
2000,Aaliyah,I Don't Wanna,04:15,Rock,2,62,05/02/2000
2000,Sisqo,Thong Song,04:05,Rock,2,63,05/02/2000
2000,"Strait, George",The Best Day,03:24,Country,2,64,05/02/2000
2000,Jay-Z,Do It Again (Put Ya Hands Up),03:47,Rap,4,65,05/02/2000
2000,Kelis,Caught Out There,04:09,R&B,10,67,05/02/2000
2000,Sammie,I Like It,04:09,Rock,2,68,05/02/2000
2000,DMX,What's My Name,03:50,Rap,4,69,05/02/2000
2000,Eiffel 65,Blue (Da Ba Dee),03:29,Electronica,9,7,05/02/2000
2000,IMx,Stay The Night,03:37,Rap,18,71,05/02/2000
2000,"Keith, Toby",How Do You Like Me Now?!,03:29,Country,2,72,05/02/2000
2000,"Lawrence, Tracy",Lessons Learned,02:55,Country,2,73,05/02/2000
2000,"Bega, Lou",Tricky Tricky,03:23,Rock,2,74,05/02/2000
2000,"Blige, Mary J.",Deep Inside,05:26,Rock,13,75,05/02/2000
2000,"Allan, Gary",Smoke Rings In The Dark,04:18,Country,3,76,05/02/2000
2000,"Byrd, Tracy",Put Your Hand In Mine,04:30,Country,2,77,05/02/2000
2000,"Messina, Jo Dee",Because You Love Me,03:50,Country,2,78,05/02/2000
2000,"McBride, Martina",Love's The Only House,05:13,Country,1,79,05/02/2000
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,03:51,Rap,11,8,05/02/2000
2000,Q-Tip,Breathe And Stop,04:06,Rock,3,81,05/02/2000
2000,SheDaisy,This Woman Needs,03:20,Country,1,82,05/02/2000
2000,"Williams, Robbie",Angels,03:56,Rock,12,83,05/02/2000
2000,Ginuwine,The Best Man I Can Be,04:06,Rock,5,84,05/02/2000
2000,Juvenile,U Understand,03:51,Rap,1,85,05/02/2000
2000,Lil Wayne,Tha Block Is Hot,04:13,Rap,10,87,05/02/2000
2000,Limp Bizkit,Re-Arranged,04:08,Rock,10,88,05/02/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,13,9,05/02/2000
2000,"Hart, Beth",L.A. Song,03:47,Country,11,91,05/02/2000
2000,"Walker, Clay","Live, Laugh, Love",04:06,Country,10,92,05/02/2000
2000,"Diffie, Joe",The Quittin' Kind,03:23,Country,6,94,05/02/2000
2000,Limp Bizkit,N 2 Gether Now,03:55,Rock,10,97,05/02/2000
2000,M2M,Don't Say You Love Me,03:41,Pop,12,98,05/02/2000
2000,Savage Garden,I Knew I Loved You,04:07,Rock,17,1,12/02/2000
2000,"Dion, Celine",That's The Way It Is,04:03,Rock,14,10,12/02/2000
2000,Drama,"Left, Right, Left",03:37,Rap,1,100,12/02/2000
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,03:51,Rap,12,11,12/02/2000
2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,03:54,Rock,7,12,12/02/2000
2000,Filter,Take A Picture,04:23,Rock,12,13,12/02/2000
2000,Santana,"Maria, Maria",04:18,Rock,1,15,12/02/2000
2000,Destiny's Child,Say My Name,04:31,Rock,8,16,12/02/2000
2000,Smash Mouth,Then The Morning Comes,03:04,Rock,16,17,12/02/2000
2000,Lonestar,Amazed,04:25,Country,37,18,12/02/2000
2000,N'Sync,Bye Bye Bye,03:15,Rock,3,19,12/02/2000
2000,"Carey, Mariah",Thank God I Found You,04:14,Rock,10,2,12/02/2000
2000,"Houston, Whitney",My Love Is Your Love,04:16,Rock,24,20,12/02/2000
2000,"Hill, Faith",Breathe,04:04,Rap,15,21,12/02/2000
2000,"Martin, Ricky",Shake Your Bon-Bon,03:08,Latin,13,22,12/02/2000
2000,Sonique,It Feels So Good,03:48,Rock,4,23,12/02/2000
2000,Third Eye Blind,Never Let You Go,03:57,Rock,4,24,12/02/2000
2000,Jagged Edge,He Can't Love U,03:30,Rock,10,25,12/02/2000
2000,D'Angelo,Untitled (How Does It Feel),07:10,R&B,4,26,12/02/2000
